blog_id,userId,ratings
5561,28,5.0
1530,28,3.5
5500,28,2.0
1509,28,3.5
1611,28,0.5
5485,28,2.0
5478,28,3.5
1512,28,5.0
1635,28,2.0
1556,28,3.5
1493,28,2.0
5606,28,0.5
1614,28,2.0
1576,28,5.0
1520,28,3.5
1599,28,2.0
1533,28,5.0
5656,28,2.0
5650,28,2.0
5583,28,0.5
5502,28,2.0
5523,28,0.5
5995,28,0.5
5721,28,5.0
5531,29,3.5
5577,29,5.0
1392,29,5.0
3404,29,2.0
3197,29,3.5
1271,29,3.5
3338,29,2.0
3183,29,5.0
3390,29,3.5
1331,29,2.0
27,29,2.0
1265,29,2.0
3253,29,0.5
3462,29,5.0
3459,29,5.0
3266,29,0.5
1302,29,3.5
7305,30,5.0
7269,30,0.5
2363,30,2.0
2281,30,5.0
7385,30,2.0
2366,30,2.0
2415,30,5.0
118,30,0.5
7272,30,5.0
2400,30,5.0
7208,30,0.5
7280,30,5.0
7392,30,5.0
2392,30,5.0
7380,30,5.0
7242,30,5.0
7462,30,5.0
2450,30,5.0
7354,30,2.0
7420,30,5.0
2391,30,2.0
7232,30,2.0
7226,30,2.0
2354,30,5.0
7317,30,5.0
7169,30,3.5
7262,30,2.0
2384,30,3.5
7266,30,5.0
2434,30,3.5
7139,30,5.0
7240,30,0.5
7336,30,5.0
7216,30,0.5
7154,30,2.0
4329,30,5.0
851,30,5.0
4257,30,2.0
7565,31,2.0
7558,31,5.0
2649,31,2.0
211,31,2.0
2516,31,5.0
7561,31,0.5
2560,31,0.5
2602,31,5.0
4550,31,3.5
4562,31,3.5
947,31,5.0
6192,32,3.5
6338,32,3.5
6341,32,5.0
6198,32,5.0
6318,32,5.0
6323,32,2.0
1677,32,5.0
6258,32,5.0
6303,32,5.0
6218,32,5.0
6288,32,3.5
6256,32,2.0
6255,32,0.5
6172,32,3.5
6136,32,3.5
1704,32,5.0
6293,32,2.0
8431,32,0.5
8484,32,5.0
8385,32,5.0
8549,32,2.0
8591,32,2.0
8455,32,5.0
8404,32,0.5
8656,32,3.5
8440,32,0.5
8399,32,3.5
8465,32,2.0
8651,32,0.5
8592,32,0.5
8617,32,2.0
8609,32,2.0
8446,32,2.0
8498,32,5.0
8477,32,0.5
8622,32,2.0
8647,32,5.0
8454,32,5.0
8581,32,3.5
8398,32,5.0
8595,32,3.5
8423,32,0.5
8648,32,5.0
8532,32,5.0
8641,32,5.0
8489,32,3.5
8383,32,0.5
8475,32,3.5
8486,32,2.0
8606,32,3.5
8409,32,2.0
9344,33,5.0
9261,33,0.5
9174,33,2.0
624,33,5.0
579,33,5.0
548,33,2.0
574,33,2.0
7432,34,5.0
7436,34,0.5
2470,34,2.0
7212,34,0.5
7356,34,5.0
7451,34,2.0
4790,34,5.0
4941,34,2.0
7128,35,5.0
5982,35,5.0
5955,35,3.5
6123,35,2.0
6024,35,5.0
6063,35,2.0
8818,36,5.0
8985,36,0.5
7993,37,5.0
8230,37,3.5
8298,37,3.5
8349,37,5.0
8277,37,5.0
8260,37,5.0
8164,37,2.0
7996,37,2.0
8262,37,5.0
8332,37,0.5
7987,37,2.0
8295,37,5.0
8333,37,2.0
8329,37,5.0
8286,37,5.0
7965,37,0.5
89,37,5.0
8140,37,2.0
8296,37,2.0
8097,37,0.5
8152,37,0.5
8128,37,0.5
8064,37,5.0
8846,37,0.5
8824,37,3.5
8717,37,5.0
8962,37,5.0
8940,37,5.0
8882,37,0.5
8945,37,0.5
8757,37,5.0
8897,37,3.5
8937,37,5.0
8690,37,3.5
8999,37,5.0
8701,37,3.5
8715,37,2.0
8700,37,2.0
8769,37,0.5
8719,37,5.0
8716,37,0.5
8727,37,2.0
8808,37,5.0
8888,37,2.0
8918,37,5.0
9016,37,0.5
8766,37,5.0
8722,37,5.0
8878,37,3.5
8740,37,5.0
8928,37,5.0
9025,38,3.5
9231,38,2.0
9050,38,0.5
9256,38,5.0
9351,38,0.5
9177,38,5.0
9030,38,2.0
9381,38,5.0
9225,38,2.0
9125,38,5.0
9422,38,0.5
9099,38,2.0
9140,38,3.5
9188,38,2.0
9029,38,2.0
9295,38,2.0
9284,38,5.0
9233,38,0.5
9047,38,5.0
9314,38,5.0
9410,38,0.5
9430,38,5.0
2682,38,5.0
2804,38,3.5
2692,38,3.5
2712,38,0.5
5303,39,2.0
5244,39,5.0
1168,39,0.5
5374,39,5.0
5320,39,0.5
1250,39,5.0
1114,39,5.0
5152,39,5.0
5308,39,2.0
1173,39,2.0
1151,39,2.0
1186,39,5.0
5439,39,5.0
1194,39,5.0
5196,39,2.0
5315,39,3.5
5194,39,0.5
5405,39,5.0
5446,39,3.5
5401,39,0.5
5139,39,0.5
5106,39,0.5
1243,39,2.0
1247,39,2.0
5370,39,5.0
5214,39,2.0
1113,39,5.0
5169,39,5.0
70,39,5.0
102,39,5.0
1232,39,2.0
5277,39,3.5
5367,39,3.5
5199,39,0.5
1123,39,0.5
5378,39,5.0
1122,39,0.5
1255,39,5.0
5193,39,2.0
1245,39,5.0
5162,39,3.5
5143,39,5.0
5393,39,2.0
1249,39,0.5
5099,39,5.0
1213,39,2.0
5142,39,5.0
1233,39,0.5
5107,39,5.0
5190,39,5.0
5407,39,5.0
1215,39,5.0
5343,39,3.5
5109,39,0.5
5324,39,3.5
5117,39,3.5
1195,39,2.0
1222,39,2.0
78,39,5.0
5300,39,5.0
5172,39,2.0
5195,39,2.0
5445,39,2.0
5159,39,3.5
5386,39,0.5
2685,39,2.0
2734,39,5.0
2858,39,3.5
2828,39,0.5
2754,39,5.0
2756,39,5.0
2852,39,0.5
2743,39,3.5
2753,39,5.0
2846,39,2.0
2771,39,2.0
5590,40,3.5
5483,40,5.0
5540,40,2.0
1586,40,5.0
5710,40,2.0
1476,40,0.5
1499,40,2.0
1461,40,2.0
5582,40,0.5
5482,40,5.0
5487,40,5.0
5465,40,3.5
1573,40,5.0
1526,40,5.0
5588,40,2.0
5645,40,0.5
5598,40,0.5
5665,40,3.5
1588,40,2.0
1650,40,2.0
5478,40,5.0
1537,40,0.5
5555,40,2.0
5620,40,2.0
5625,40,3.5
5530,40,3.5
9233,40,2.0
9309,40,5.0
9130,40,5.0
9148,40,5.0
9080,40,0.5
9294,40,5.0
9139,40,3.5
9218,40,5.0
9410,40,0.5
9298,40,2.0
9249,40,3.5
9211,40,0.5
9040,40,2.0
9374,40,5.0
9432,40,5.0
9055,40,5.0
9095,41,2.0
9180,41,5.0
9294,41,5.0
9073,41,3.5
9144,41,5.0
9247,41,0.5
9428,41,2.0
9334,41,2.0
5183,41,0.5
5403,41,3.5
5171,41,5.0
5220,41,0.5
1134,41,5.0
5412,41,0.5
5424,41,5.0
5344,41,2.0
5197,41,5.0
1208,41,5.0
5308,41,5.0
5167,41,5.0
1190,41,2.0
5326,41,2.0
5400,41,0.5
1188,41,3.5
5318,41,5.0
1242,41,0.5
5178,41,3.5
1235,41,2.0
5331,41,5.0
5269,41,3.5
5414,41,2.0
5426,41,2.0
1108,41,0.5
5149,41,0.5
1201,41,0.5
5113,41,2.0
5134,41,5.0
5174,41,5.0
1253,41,5.0
5098,41,2.0
5404,41,5.0
5262,41,5.0
5256,41,3.5
5150,41,5.0
5128,41,5.0
325,42,2.0
428,42,0.5
3778,42,5.0
432,42,5.0
2720,42,3.5
2733,42,5.0
2737,42,3.5
2729,42,0.5
7375,43,5.0
7367,43,5.0
7222,43,0.5
7413,43,2.0
2302,43,0.5
7348,43,5.0
2449,43,2.0
2421,43,5.0
2431,43,5.0
2309,43,3.5
2360,43,2.0
2451,43,0.5
7276,43,5.0
7175,43,5.0
7371,43,3.5
7390,43,3.5
7164,43,0.5
7199,43,0.5
7306,43,2.0
7336,43,2.0
7310,43,2.0
7461,43,0.5
7298,43,2.0
2281,43,2.0
7466,43,5.0
7350,43,5.0
7378,43,5.0
7445,43,5.0
7258,43,5.0
7383,43,0.5
2424,43,0.5
116,43,5.0
7144,43,5.0
7321,43,0.5
7191,43,3.5
7331,43,0.5
7194,43,2.0
7165,43,2.0
2452,43,2.0
7333,43,2.0
2276,43,5.0
2337,43,5.0
2271,43,5.0
7341,43,5.0
7220,43,3.5
7342,43,3.5
2375,43,0.5
7296,43,0.5
2389,43,5.0
7264,43,0.5
2267,43,0.5
7256,43,3.5
7486,43,0.5
7403,43,2.0
120,43,3.5
2316,43,3.5
7242,43,2.0
7201,43,0.5
2350,43,5.0
7374,43,0.5
2345,43,5.0
7287,43,3.5
7325,43,3.5
7152,43,2.0
2379,43,0.5
2458,43,5.0
2365,43,5.0
7330,43,0.5
2284,43,3.5
7422,43,3.5
2318,43,0.5
2406,43,2.0
2265,43,5.0
2376,43,2.0
7189,43,3.5
7427,43,0.5
7302,43,5.0
124,43,2.0
7328,43,2.0
2381,43,5.0
7361,43,5.0
7288,43,3.5
7419,43,3.5
2362,43,2.0
129,43,2.0
7477,43,0.5
7363,43,2.0
2366,43,2.0
7386,43,0.5
4879,43,3.5
1083,43,5.0
4861,43,0.5
4794,43,0.5
4935,43,5.0
4919,43,0.5
4883,43,5.0
4821,43,2.0
4895,43,5.0
243,43,5.0
4986,43,2.0
4953,43,3.5
5096,43,5.0
5078,43,5.0
4976,43,0.5
4963,43,5.0
4988,43,5.0
4984,43,5.0
4870,43,5.0
5075,43,2.0
981,43,5.0
5092,43,2.0
1046,43,2.0
4906,43,5.0
4833,43,5.0
4800,43,2.0
4801,43,5.0
1043,43,0.5
1017,43,3.5
5020,43,5.0
984,43,0.5
5076,43,0.5
244,43,5.0
4977,43,5.0
1030,43,3.5
5084,43,3.5
4955,43,5.0
994,43,3.5
1040,43,2.0
4855,43,0.5
4853,43,5.0
965,43,5.0
1065,43,5.0
4978,43,5.0
4939,43,0.5
4913,43,5.0
5006,43,2.0
4886,43,2.0
4940,43,3.5
4944,43,3.5
4856,43,2.0
1086,43,5.0
1068,43,5.0
4922,43,5.0
4880,43,3.5
1014,43,5.0
5021,43,3.5
4992,43,0.5
971,43,5.0
1087,43,0.5
4934,43,2.0
4961,43,3.5
4915,43,0.5
1000,43,5.0
4967,43,0.5
4993,43,0.5
4875,43,3.5
4947,43,0.5
5024,43,5.0
1066,43,0.5
4786,43,2.0
4839,43,2.0
5066,43,2.0
2014,44,5.0
1928,44,0.5
6777,44,2.0
6679,44,5.0
6676,44,2.0
6868,44,5.0
6694,44,0.5
1906,44,5.0
6892,44,5.0
6886,44,5.0
7022,44,0.5
6793,44,0.5
2020,44,5.0
6924,44,0.5
6894,44,0.5
6863,44,2.0
1980,44,2.0
6784,44,2.0
1867,44,5.0
1927,44,5.0
6680,44,2.0
1950,44,5.0
6817,44,0.5
6743,44,5.0
1988,44,2.0
3159,44,2.0
4,44,0.5
3244,44,3.5
3133,44,5.0
1292,44,3.5
3260,44,0.5
3156,44,0.5
3502,44,2.0
1455,44,5.0
3383,44,3.5
3313,44,5.0
3135,44,2.0
1419,44,5.0
7829,45,5.0
7684,45,2.0
5516,45,0.5
5596,45,5.0
5482,45,3.5
1509,45,5.0
1503,45,5.0
5598,45,3.5
9599,46,0.5
4299,46,5.0
4312,46,0.5
4395,46,2.0
4251,46,5.0
712,46,5.0
4313,46,2.0
4306,46,5.0
7831,47,5.0
7664,47,5.0
4433,47,0.5
4497,47,5.0
885,47,0.5
2407,48,3.5
2284,48,2.0
7230,48,5.0
6999,49,5.0
1988,49,2.0
6759,49,5.0
1990,49,3.5
6668,49,3.5
2018,49,5.0
7032,49,5.0
6665,49,0.5
1905,49,3.5
1895,49,2.0
1918,49,2.0
1886,49,2.0
1907,49,5.0
6984,49,5.0
6773,49,2.0
6788,49,0.5
6938,49,3.5
6707,49,5.0
1870,49,5.0
1958,49,5.0
6831,49,5.0
1997,49,0.5
6855,49,2.0
1838,49,5.0
6916,49,5.0
6680,49,2.0
1902,49,2.0
6812,49,5.0
7024,49,5.0
6790,49,5.0
6763,49,3.5
7035,49,2.0
6904,49,5.0
6740,49,0.5
6766,49,5.0
6884,49,3.5
6844,49,0.5
6994,49,0.5
6986,49,2.0
6927,49,2.0
6939,49,5.0
1908,49,0.5
